Actual_Value,Predicted_Value
360000.0,213662.1755972915
185600.0,226053.06262052068
118800.0,111612.59602491422
122700.0,97824.94108291744
206300.0,184037.58297352682
195600.0,143566.3193671625
75600.0,75564.12438675837
104300.0,108851.64455077096
385900.0,453921.95259851695
113900.0,124065.84778369273
79400.0,91864.68680911217
81300.0,73115.05420293291
129200.0,197624.28979865904
73500.0,76860.70440363779
175900.0,187642.29140653697
142400.0,155972.55097254316
234100.0,234345.1844508042
286700.0,308375.89746708004
92500.0,101976.77074284857
170100.0,160436.67801097294
161800.0,160000.15615278864
225300.0,251702.84135475254
170600.0,134254.14964813003
319400.0,318129.55857291934
95800.0,103340.83492639702
73400.0,75797.8636707521
93600.0,102825.77546380625
51700.0,52295.58193580997
358700.0,386661.2559736159
64700.0,69345.84956876168
344200.0,304518.3509373334
314000.0,339405.76435133454
185700.0,233792.49346866904
279300.0,258829.08729615284
119400.0,181328.0979332006
280400.0,294168.5584982742
187100.0,218294.2494911098
83800.0,78333.89177343519
309300.0,260302.66068290194
229200.0,282831.5138388125
245000.0,236778.30622232545
227600.0,257795.59528950285
500001.0,482595.15699553874
320800.0,266057.477863956
147300.0,158704.19766481497
162300.0,202272.552949049
265900.0,280709.2636097359
500001.0,459861.19290267676
189100.0,202948.0181645318
316400.0,349965.8132408691
181900.0,177804.0475151145
261500.0,328529.1004973167
69000.0,60358.32793972414
181300.0,209542.17052942564
293000.0,300417.89759078564
111100.0,135883.1131964518
218300.0,239412.5225862733
147200.0,144336.63340026155
243800.0,146739.47529164492
223000.0,205624.62749248798
137500.0,177638.0339792894
60600.0,57081.67999088348
275000.0,368457.1406813074
350000.0,252055.152947915
171200.0,155384.2667653661
83500.0,99472.98521689783
225000.0,296062.2508214897
165600.0,180181.93625603174
152000.0,158488.45761519377
192000.0,215930.54423176488
254200.0,280835.576998728
150000.0,114465.80409631378
212500.0,212167.21186820898
80400.0,58103.07227622342
206500.0,236687.25729860982
331100.0,360708.6821342852
201400.0,243385.77778008123
188400.0,178399.35431187646
195400.0,183855.2794513371
442500.0,434251.97997096926
152700.0,199390.09054461468
500001.0,493958.302368982
239800.0,265189.98726657394
159400.0,124044.87707593851
91800.0,109583.56927581
240900.0,252662.15666210474
136400.0,134791.62527661235
103600.0,109078.71853177663
132500.0,138021.68549537382
292900.0,287786.1620996472
62800.0,113628.5519847249
112100.0,121850.30059477658
89100.0,95771.01573228704
120700.0,168144.1943920291
471400.0,393300.2308407653
314700.0,375882.7097430815
226400.0,270613.79001916747
409700.0,305081.5424630437
149000.0,126612.87428670318
171700.0,278087.9701158359
235500.0,295141.0865082452
322800.0,295558.7977011346
244500.0,272368.1837038876
162200.0,192989.9014389283
340900.0,352180.83765619923
57400.0,46388.75923739218
198900.0,204059.88204628034
109700.0,161754.33424353666
137500.0,106805.43564727128
85700.0,96582.11299035278
98300.0,87400.53733953577
178200.0,173057.1512404609
137500.0,327952.9288745854
275000.0,312156.35392813
381500.0,318147.5665992475
500001.0,486795.65666135715
500001.0,499492.8768953432
179200.0,163361.5789248512
204500.0,231848.30987542603
394100.0,394537.2171982218
184400.0,190295.95579600663
174000.0,165084.94444514887
80700.0,96796.16121553016
189600.0,183248.8783538034
60000.0,72403.79979555453
126600.0,111230.7783093472
262500.0,223617.2408255385
139200.0,134503.56432491538
51300.0,62311.629606855066
229200.0,248104.148285122
101100.0,126493.6766492537
97700.0,97116.23182395838
158300.0,155650.13170158226
349100.0,390158.6110907047
85500.0,99249.77115196457
214100.0,244426.69121503507
227100.0,233087.59113390782
155700.0,150459.79081971094
66800.0,81298.83149309334
207300.0,201905.12283775667
222800.0,180272.83785512982
354500.0,385306.71434502816
340500.0,379655.7745897119
52900.0,65566.1038343386
140600.0,174668.53021712266
150800.0,193820.2680293513
56100.0,72913.67902039386
259600.0,273758.9453113548
318900.0,297764.664241198
148400.0,221654.42208812124
289900.0,236953.70012566753
161800.0,202260.81987222694
255000.0,239849.6693695735
87500.0,125975.47348309107
245000.0,322204.4777010988
305000.0,341045.24381167453
215000.0,312562.0226107703
249000.0,301190.5575651607
500001.0,501358.0686339027
320000.0,252040.46086841103
174000.0,180615.92245003834
292500.0,264520.5409454728
500001.0,491513.97485667956
289900.0,295476.8073914654
438400.0,380996.86676707317
182000.0,190113.81765357006
170500.0,216504.77285472085
69200.0,73496.41365283317
95600.0,121001.79509709917
272800.0,323656.97445165017
81300.0,160816.72957655074
272400.0,273865.96646576084
152600.0,145681.11056366246
55900.0,74290.5374211599
213500.0,220952.25697938394
331300.0,150978.71199936696
201800.0,198234.76761519612
57100.0,59399.115409033824
331800.0,411547.1427978183
365900.0,288378.30785215157
127500.0,98130.3321717963
111800.0,101590.36467299599
353700.0,309149.53103833203
229300.0,263105.0011430839
87500.0,85726.09349043714
237500.0,247474.89404125788
113300.0,88569.48321451014
112500.0,98153.55762106364
138500.0,131654.75274553124
307400.0,372334.0826342065
100900.0,123023.78363651011
97800.0,91553.28343760184
176700.0,208628.70101318628
218000.0,208602.75427692346
290600.0,243015.06361826273
157700.0,165373.18061854938
348000.0,373065.67361455306
67200.0,73619.4243726006
260400.0,227845.21730180449
123600.0,117649.5033036586
67500.0,62609.68698387992
130700.0,151618.23167768438
66000.0,78747.13519807172
166600.0,195145.2558071482
225600.0,211258.42919527044
257100.0,218968.4448436827
500001.0,470596.1547948298
113900.0,127397.67757758792
91000.0,118057.26775188651
217400.0,176592.80386090538
96000.0,98898.11204258089
129200.0,138290.93764950952
350200.0,330420.42433625227
442100.0,470152.63047512795
222900.0,159766.07217777235
81300.0,86138.40745888038
160600.0,161964.76140035046
500001.0,359172.5474463047
341200.0,357911.9768045659
287900.0,279944.6625063162
344700.0,433026.91382957145
180000.0,187204.40645697652
167800.0,196405.17276892826
55000.0,70891.85219021782
50800.0,48121.26162267233
142600.0,209898.09343194484
235800.0,225908.3888525047
112700.0,129937.66219354654
210200.0,211908.84145457056
210700.0,135836.18156143007
65400.0,65027.827785829286
162500.0,162258.93408606877
150300.0,158552.67112753776
500001.0,480503.25860211055
101400.0,111770.980969252
221800.0,246235.49881951345
260300.0,259959.91066639274
178800.0,184300.2755091001
170400.0,156599.76720781586
319400.0,372744.0813753848
190600.0,148808.49273977257
184100.0,211789.17174499232
191100.0,199015.51438936187
149600.0,198842.8414989704
500001.0,437470.65978147986
183400.0,192799.00545697124
444100.0,396490.89998109546
242700.0,264591.52927091287
76200.0,91506.38738435562
132900.0,127614.4902679362
409800.0,318242.47347195086
112500.0,125621.42672754801
376600.0,317871.8910742211
50500.0,90574.78330821719
500001.0,398949.8826702564
209500.0,199234.3706435769
77800.0,85071.58340203241
299700.0,311126.1322858039
375000.0,203355.52356084684
156500.0,135703.92541392604
240000.0,255922.86985371695
77200.0,81410.72575818306
98500.0,80107.55996243283
500001.0,383747.7724862135
110400.0,136996.36346971692
86400.0,87848.66840514808
230400.0,223289.23963083685
163900.0,184837.81900012007
500001.0,479337.68113472185
49500.0,63866.098169114135
107400.0,126698.40224337354
362500.0,184248.68151096793
145000.0,143828.3462777265
218500.0,264818.3017075417
130100.0,145253.7544688892
146000.0,158233.6292376489
152500.0,111512.21292667171
457200.0,496434.4803993638
165200.0,182936.5748538623
394700.0,395867.2139067203
144400.0,154258.35727555718
136600.0,111896.51525048711
216400.0,216694.48373889035
139000.0,131684.13975641856
103800.0,98768.5584409312
488500.0,383205.8028036711
227100.0,246386.66653870372
238000.0,222984.26739404284
215600.0,290831.5779138743
292300.0,339047.00956220215
145900.0,156979.19401306755
187300.0,216947.23528593246
185400.0,172789.5924660919
280000.0,210464.2842896785
141100.0,127725.0415898812
190900.0,210794.21577090115
262500.0,139682.04716133562
442000.0,468646.1827354642
274800.0,292440.3226916421
85500.0,80315.67485740583
231800.0,266523.4213064861
302000.0,307197.78827753616
235800.0,280051.5030793975
72200.0,97912.03908392247
182400.0,174064.87804088843
500001.0,494529.3331786938
78700.0,61831.775059107385
181300.0,196164.28783798558
198000.0,203029.7863057255
199600.0,200207.8662597798
63300.0,87242.76626556623
94000.0,141233.00629823064
186800.0,175003.92769931606
117000.0,116556.74256587462
117800.0,115641.17766118256
121000.0,138350.8856601891
230900.0,237516.36211892884
427300.0,413694.06025237974
128100.0,136123.93136254486
384700.0,282579.52098671556
290400.0,273415.2364030471
91300.0,155607.46286081334
61900.0,76614.22266172498
232200.0,276809.03607415943
129600.0,129650.88255622954
127500.0,109790.22887294997
150500.0,158708.65702957526
187500.0,143033.30656307357
437900.0,475118.4721477424
126500.0,125824.82319752168
453400.0,460263.4038555628
229400.0,209509.24804054902
364900.0,379490.97056583257
191900.0,195626.87873774365
87500.0,116089.9881508158
30000.0,76065.7675598168
335700.0,292879.86582500255
242100.0,264721.98229253886
173700.0,205556.11946034405
54100.0,55333.83499484213
207800.0,220079.99144866064
112500.0,100864.75395020642
166700.0,178612.1085991383
271800.0,274472.74941609986
141100.0,142305.543758294
375000.0,164227.75477746027
161600.0,154734.11128522592
159400.0,178203.83147227814
86300.0,99541.04616381286
256300.0,228778.5894512406
213200.0,209363.40097360165
254100.0,204673.70672515678
132600.0,150919.66960496662
169300.0,193997.18400293923
347700.0,353375.1166751747
159700.0,156057.0314502163
90900.0,140439.0257779159
290500.0,282280.74608235504
189900.0,246612.79479997916
495600.0,477479.34771165147
333300.0,360087.08678570704
183800.0,166966.2733673264
189000.0,193965.09778270786
157500.0,145088.9286727384
66600.0,58199.575740603774
132400.0,156928.97311963796
156000.0,167646.15902960385
348100.0,328678.4775190627
226400.0,259963.81362048755
74200.0,84712.07677520365
158300.0,220839.82650981922
500001.0,505179.57342984655
165500.0,186681.07670806002
329500.0,268286.0091588368
139600.0,166192.2506783325
152900.0,143645.72525165402
367300.0,284007.9330874779
70000.0,86414.40837174444
97400.0,118047.90250464209
65900.0,104359.18994043989
49300.0,47815.92445245389
154100.0,161672.70383399032
272800.0,202283.00848442494
247100.0,276889.8393897371
268800.0,201907.93903503538
247600.0,229671.13038666695
416800.0,365979.05596725084
121600.0,114541.46527035782
171700.0,159944.815828658
173800.0,219392.45717453252
235600.0,291147.83571603347
260100.0,293752.7232612077
200000.0,199694.24208996387
296600.0,256673.09256538603
374600.0,213314.41127707556
177800.0,212228.42788271033
269500.0,288089.40887373546
62000.0,73244.51032099781
197600.0,226660.4595732436
52700.0,63560.720135318115
191400.0,194098.73611781467
317700.0,346357.01142033853
329400.0,272502.48937080277
330700.0,380063.4728976283
187400.0,213313.38439893295
286500.0,210348.78940762352
500001.0,133631.52906047614
133900.0,164898.70380489618
199800.0,223667.14007756978
45000.0,82678.62729952516
354600.0,342719.7701139478
263800.0,289702.92024728796
278400.0,220072.72694880297
160400.0,145151.55852573726
241300.0,262402.35440931167
208300.0,182772.25968249878
263600.0,273543.3746711763
145000.0,161616.4808034035
132500.0,158323.5759853167
183800.0,194918.93807578206
81100.0,77640.92485660156
176500.0,199357.6581527772
255500.0,237140.33349547748
166100.0,218315.9994286233
102000.0,146310.82203962692
86100.0,103622.24873762293
100600.0,90181.79850564947
500000.0,421723.7501243948
209900.0,246751.29384164693
52500.0,67338.5118108003
262900.0,236854.37489251365
158800.0,129447.2860861709
209500.0,160739.48913938584
350000.0,187260.3195383292
217100.0,219454.20499547772
141400.0,129217.76497373788
93400.0,106693.40053276814
198200.0,188237.8946581843
187200.0,159988.43779414817
185300.0,174216.44504609812
500001.0,400842.19594590436
281300.0,218354.8288244919
103600.0,107378.76957156544
287900.0,303947.98304123385
208300.0,212206.34468465962
175000.0,306443.445041063
132700.0,115001.4239720924
172000.0,180307.9718082822
500001.0,483637.85692811816
64000.0,68266.50531565203
227900.0,203115.12008544427
63100.0,63621.44439071028
84100.0,93035.38690335682
339200.0,290196.85232287843
156300.0,111325.42560927873
383600.0,373607.2593527145
137100.0,140469.50964037832
56800.0,68102.82469657529
70000.0,90787.028858907
96300.0,71593.86713359154
92600.0,136971.60481907622
359100.0,327292.96525352646
158700.0,173492.382782836
500001.0,437927.94405421324
114600.0,188205.11985971624
410200.0,382309.60119513096
281900.0,272687.4847772337
101700.0,119655.71067655727
169300.0,207792.72542450993
207800.0,208663.68081336276
327200.0,335245.35432659497
277900.0,294706.2855219912
111400.0,104140.71054537734
80600.0,106310.44198533791
207500.0,266279.7769262085
275300.0,256330.98909015246
421000.0,349787.2131010833
128800.0,136865.12608371687
313900.0,311811.36120767903
67600.0,78882.6153641865
64400.0,67921.3193937272
153900.0,139572.0714462281
130700.0,125814.66288129352
238500.0,302383.41648177244
379600.0,395268.3509040171
146500.0,190717.51590844648
150300.0,186892.4728338121
80300.0,125497.24818103809
293300.0,151468.63032961785
288000.0,323669.85364141467
144100.0,157254.25994221613
127000.0,126204.97114229214
152100.0,195832.5690513526
156800.0,148815.58680364784
104900.0,103006.49032872578
500001.0,508421.3857865761
134400.0,142940.3376505452
500001.0,507750.87401953735
272800.0,310127.6978040702
151600.0,129755.43939340656
362600.0,315006.3642479216
169200.0,213557.24974021726
140400.0,183852.8597660382
43700.0,47746.582940163746
136000.0,201697.15448974815
264400.0,303708.4965784595
152200.0,186690.0288765464
137500.0,247517.66054491684
214700.0,189300.1131960878
170900.0,199286.56569447197
236200.0,229440.97875319704
297800.0,275947.6642559967
88500.0,118282.12132063009
127600.0,121549.05476660904
80200.0,87265.34634100445
306000.0,340652.2269961911
436400.0,254817.974047852
238900.0,231530.82081703746
231700.0,307888.4024343763
122900.0,137467.75372131795
218200.0,218300.14036969483
397000.0,483483.8130480875
260300.0,172308.41147840602
435700.0,383480.5831952349
164000.0,167458.52886569436
440500.0,326477.0711830481
85400.0,89410.8253520804
101900.0,100766.06943996914
159400.0,210751.44320820572
190300.0,276918.78442286316
100000.0,83930.45155554022
139600.0,153664.1488575214
500001.0,502285.466788813
154500.0,256067.31083959577
170500.0,182010.9371296875
110600.0,99311.90938498516
191200.0,274625.6399249865
287200.0,348094.18958135333
150100.0,132901.36163035358
238300.0,240006.71881687295
154200.0,231457.08179923598
280500.0,251626.70829182208
161900.0,169651.516685924
265600.0,298950.35699572123
122700.0,116198.19322492668
231200.0,226346.28950986726
319100.0,292981.26407035126
231300.0,226246.6216865337
500001.0,513630.39014509425
121200.0,126248.21490280649
222500.0,226195.19528240524
450000.0,260211.08765306065
102100.0,106480.24026715072
201200.0,192819.28137745714
104200.0,114820.10959931239
500001.0,501764.0843835088
132000.0,152217.77064548837
221100.0,212323.08994327424
151600.0,131838.80008330476
146900.0,178474.58011432856
151200.0,161639.9448755005
165100.0,154018.64925913533
213600.0,257229.17631975422
213500.0,230829.93112460928
500001.0,419395.9619539415
438000.0,394957.9585644301
183800.0,195978.9315907739
350000.0,378201.2994904766
159300.0,156079.20019917062
129100.0,136219.3547357193
76600.0,59103.93397059603
225000.0,189048.84243590597
230800.0,210642.7499008565
431800.0,416892.65613852313
191000.0,229224.69393080595
84700.0,104113.86418092152
152500.0,149005.67091595562
67600.0,64769.80645982802
198200.0,202879.26340885644
306300.0,246755.76656569578
122100.0,146270.22054381805
276100.0,188045.52766973307
103000.0,102762.30051171372
409100.0,302355.6352550769
135200.0,138017.08178390565
121600.0,120892.7702520348
182800.0,161942.1709216703
228000.0,228807.69177678027
110000.0,98661.79123817431
111200.0,104619.18023217005
84700.0,70641.99150765971
447300.0,441639.5786417379
88300.0,93166.48229817502
87100.0,74617.58817661693
187500.0,203727.90742882295
146900.0,174748.3338296564
103100.0,108367.18893300896
343700.0,400041.0407948587
98200.0,113358.85643210557
262500.0,161778.115460015
77400.0,87435.69909082925
135100.0,130780.55900826707
134700.0,139169.40616644695
231300.0,192166.92627503673
158600.0,162232.0607974582
101600.0,92617.8027329121
122000.0,140406.42439409377
380000.0,348281.89686954464
189400.0,160171.95900230992
440000.0,363856.48144775385
